timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,bytes,Latency
1370296902201,361,Create Object,201,Created,Fedora 4 1-1,text,true,216,361
1370296902576,379,Create Datastream Path,201,Created,Fedora 4 1-1,text,true,240,379
1370296902970,472,Create Datastream,201,Created,Fedora 4 1-1,,true,183,472
1370296903463,181,Update Datastream,204,No Content,Fedora 4 1-1,,true,91,0
1370296903669,178,Update Datastream,204,No Content,Fedora 4 1-1,,true,91,0
1370296903870,156,Update Datastream,204,No Content,Fedora 4 1-1,,true,91,0
1370296904049,160,Update Datastream,204,No Content,Fedora 4 1-1,,true,91,0
1370296904230,148,Update Datastream,204,No Content,Fedora 4 1-1,,true,91,0
1370296904390,315,Create Datastream,201,Created,Fedora 4 1-1,,true,183,315
1370296904729,156,Update Datastream,204,No Content,Fedora 4 1-1,,true,91,0
1370296904909,143,Update Datastream,204,No Content,Fedora 4 1-1,,true,91,0
1370296905072,151,Update Datastream,204,No Content,Fedora 4 1-1,,true,91,0
1370296905242,139,Update Datastream,204,No Content,Fedora 4 1-1,,true,91,0
1370296905401,151,Update Datastream,204,No Content,Fedora 4 1-1,,true,91,0
1370296905562,310,Create Datastream,201,Created,Fedora 4 1-1,,true,183,310
1370296905891,162,Update Datastream,204,No Content,Fedora 4 1-1,,true,91,0
1370296906072,138,Update Datastream,204,No Content,Fedora 4 1-1,,true,91,0
1370296906232,137,Update Datastream,204,No Content,Fedora 4 1-1,,true,91,0
1370296906390,139,Update Datastream,204,No Content,Fedora 4 1-1,,true,91,0
1370296906549,131,Update Datastream,204,No Content,Fedora 4 1-1,,true,91,0
1370296906691,290,Create Datastream,201,Created,Fedora 4 1-1,,true,183,290
1370296907002,138,Update Datastream,204,No Content,Fedora 4 1-1,,true,91,0
1370296907161,180,Update Datastream,204,No Content,Fedora 4 1-1,,true,91,0
1370296907364,103,Update Datastream,204,No Content,Fedora 4 1-1,,true,91,0
1370296907489,107,Update Datastream,204,No Content,Fedora 4 1-1,,true,91,0
1370296907618,97,Update Datastream,204,No Content,Fedora 4 1-1,,true,91,0
1370296907728,267,Create Datastream,201,Created,Fedora 4 1-1,,true,183,267
1370296908017,128,Update Datastream,204,No Content,Fedora 4 1-1,,true,91,0
1370296908167,155,Update Datastream,204,No Content,Fedora 4 1-1,,true,91,0
1370296908340,118,Update Datastream,204,No Content,Fedora 4 1-1,,true,91,0
1370296908478,126,Update Datastream,204,No Content,Fedora 4 1-1,,true,91,0
1370296908626,132,Update Datastream,204,No Content,Fedora 4 1-1,,true,91,0
1370296908769,19,Read Datastream,200,OK,Fedora 4 1-1,text,true,1377,19
